threads_number,minimum,maximum,average,collect_time,submit_time
250,236.66666666666666,401.3333333333333,282.5066666666667,36.666666666666664,138.66666666666666
550,108.33333333333333,394.0,137.98060606060605,96.0,12023.0
175,341.0,706.3333333333334,409.67809523809524,25.333333333333332,108.66666666666667
775,77.66666666666667,223.33333333333334,100.13083502901868,142.33333333333334,14234.666666666666
475,124.66666666666667,404.3333333333333,158.63492930638833,82.33333333333333,9762.666666666666
325,178.66666666666666,462.0,223.31897435897437,47.0,7620.0
400,151.33333333333334,363.3333333333333,185.9775,63.666666666666664,11394.0
700,86.66666666666667,366.6666666666667,108.92719369568722,203.0,13151.0
625,97.0,361.0,126.32237777777777,153.66666666666666,6398.666666666667
