threads_number,minimum,maximum,average,collect_time,submit_time
250,52.666666666666664,156.66666666666666,72.5613922356091,25.666666666666668,29.333333333333332
550,23.166666666666668,78.5,32.17606060606061,44.833333333333336,32.0
775,15.666666666666666,182.33333333333334,21.216344086021504,76.0,32.666666666666664
475,27.0,88.0,36.45333333333334,40.666666666666664,32.333333333333336
325,39.333333333333336,126.0,56.242051282051285,29.0,119.33333333333333
400,32.0,91.33333333333333,43.439166666666665,36.0,30.0
700,18.0,60.666666666666664,23.02190476190476,59.666666666666664,28.333333333333332
625,19.0,78.0,29.46186666666667,50.333333333333336,40.666666666666664
